DZ2021_code,DZ2021_name,SDZ2021_code,SDZ2021_name,DEA2014_code,DEA2014_name,LGD2014_code,LGD2014_name,COUNTY,PARLCON2024_code,PARLCON2024_name,PARLCON2008_code,PARLCON2008_name,LGD1992_code,LGD1992_name,HEALTH_TRUST,SETTLEMENT2015_code,SETTLEMENT2015_name,SETTLEMENT2015_Band
N20000125,Three_Mile_Water_B1,N21000028,Three_Mile_Water_B,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000126,Three_Mile_Water_C1,N21000029,Three_Mile_Water_C,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000127,Three_Mile_Water_A2,N21000027,Three_Mile_Water_A,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000128,Three_Mile_Water_C2,N21000029,Three_Mile_Water_C,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000129,Three_Mile_Water_A3,N21000027,Three_Mile_Water_A,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000130,Three_Mile_Water_D1,N21000030,Three_Mile_Water_D,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000131,Three_Mile_Water_A4,N21000027,Three_Mile_Water_A,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000132,Three_Mile_Water_E1,N21000031,Three_Mile_Water_E,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000133,Three_Mile_Water_C3,N21000029,Three_Mile_Water_C,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000134,Three_Mile_Water_E2,N21000031,Three_Mile_Water_E,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000135,Three_Mile_Water_D2,N21000030,Three_Mile_Water_D,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000136,Three_Mile_Water_D3,N21000030,Three_Mile_Water_D,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000137,Three_Mile_Water_B2,N21000028,Three_Mile_Water_B,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000138,Three_Mile_Water_K1,N21000036,Three_Mile_Water_K,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000139,Three_Mile_Water_B3,N21000028,Three_Mile_Water_B,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000140,Three_Mile_Water_G1,N21000033,Three_Mile_Water_G,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000141,Three_Mile_Water_A5,N21000027,Three_Mile_Water_A,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000142,Three_Mile_Water_F1,N21000032,Three_Mile_Water_F,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000143,Three_Mile_Water_E3,N21000031,Three_Mile_Water_E,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000144,Three_Mile_Water_D4,N21000030,Three_Mile_Water_D,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000145,Three_Mile_Water_F2,N21000032,Three_Mile_Water_F,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000146,Three_Mile_Water_J1,N21000035,Three_Mile_Water_J,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000147,Three_Mile_Water_F3,N21000032,Three_Mile_Water_F,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000148,Three_Mile_Water_H1,N21000034,Three_Mile_Water_H,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000149,Three_Mile_Water_E4,N21000031,Three_Mile_Water_E,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000150,Three_Mile_Water_J2,N21000035,Three_Mile_Water_J,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000151,Three_Mile_Water_H2,N21000034,Three_Mile_Water_H,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000152,Three_Mile_Water_G2,N21000033,Three_Mile_Water_G,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000153,Three_Mile_Water_K2,N21000036,Three_Mile_Water_K,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000154,Three_Mile_Water_F4,N21000032,Three_Mile_Water_F,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000155,Three_Mile_Water_J3,N21000035,Three_Mile_Water_J,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000156,Three_Mile_Water_H3,N21000034,Three_Mile_Water_H,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000157,Three_Mile_Water_H4,N21000034,Three_Mile_Water_H,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000158,Three_Mile_Water_G3,N21000033,Three_Mile_Water_G,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000159,Three_Mile_Water_J4,N21000035,Three_Mile_Water_J,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000160,Three_Mile_Water_G4,N21000033,Three_Mile_Water_G,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000161,Three_Mile_Water_K3,N21000036,Three_Mile_Water_K,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000162,Three_Mile_Water_G5,N21000033,Three_Mile_Water_G,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000163,Three_Mile_Water_K4,N21000036,Three_Mile_Water_K,N10000107,Three Mile Water,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000164,Macedon_A1,N21000037,Macedon_A,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000165,Macedon_A2,N21000037,Macedon_A,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000166,Macedon_B1,N21000038,Macedon_B,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000167,Macedon_B2,N21000038,Macedon_B,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000168,Macedon_C1,N21000039,Macedon_C,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000169,Macedon_B3,N21000038,Macedon_B,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000170,Macedon_C2,N21000039,Macedon_C,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000171,Macedon_C3,N21000039,Macedon_C,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000172,Macedon_B4,N21000038,Macedon_B,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000173,Macedon_A3,N21000037,Macedon_A,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000174,Macedon_D1,N21000040,Macedon_D,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000175,Macedon_C4,N21000039,Macedon_C,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000176,Macedon_C5,N21000039,Macedon_C,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000177,Macedon_B5,N21000038,Macedon_B,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000005,East Antrim,N06000005,East Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000178,Macedon_E1,N21000041,Macedon_E,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000179,Macedon_E2,N21000041,Macedon_E,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000180,Macedon_D2,N21000040,Macedon_D,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000181,Macedon_F1,N21000042,Macedon_F,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000182,Macedon_D3,N21000040,Macedon_D,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000183,Macedon_F2,N21000042,Macedon_F,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000184,Macedon_F3,N21000042,Macedon_F,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000185,Macedon_E3,N21000041,Macedon_E,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000186,Macedon_H1,N21000044,Macedon_H,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000187,Macedon_F4,N21000042,Macedon_F,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000188,Macedon_H2,N21000044,Macedon_H,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000189,Macedon_J1,N21000045,Macedon_J,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000190,Macedon_G1,N21000043,Macedon_G,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000191,Macedon_E4,N21000041,Macedon_E,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000192,Macedon_G2,N21000043,Macedon_G,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000193,Macedon_G3,N21000043,Macedon_G,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000194,Macedon_K1,N21000046,Macedon_K,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000195,Macedon_G4,N21000043,Macedon_G,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000196,Macedon_J2,N21000045,Macedon_J,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000197,Macedon_K2,N21000046,Macedon_K,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000198,Macedon_K3,N21000046,Macedon_K,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000199,Macedon_G5,N21000043,Macedon_G,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000200,Macedon_K4,N21000046,Macedon_K,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000201,Macedon_J3,N21000045,Macedon_J,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000202,Macedon_K5,N21000046,Macedon_K,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000203,Macedon_J4,N21000045,Macedon_J,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000204,Macedon_J5,N21000045,Macedon_J,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000205,Macedon_H3,N21000044,Macedon_H,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000206,Macedon_H4,N21000044,Macedon_H,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000207,Macedon_L1,N21000047,Macedon_L,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000208,Macedon_L2,N21000047,Macedon_L,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000209,Macedon_L3,N21000047,Macedon_L,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000210,Macedon_L4,N21000047,Macedon_L,N10000106,Macedon,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000211,Glengormley_Urban_C1,N21000050,Glengormley_Urban_C,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000212,Glengormley_Urban_A1,N21000048,Glengormley_Urban_A,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000213,Glengormley_Urban_A2,N21000048,Glengormley_Urban_A,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000214,Glengormley_Urban_B1,N21000049,Glengormley_Urban_B,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000215,Glengormley_Urban_C2,N21000050,Glengormley_Urban_C,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000216,Glengormley_Urban_B2,N21000049,Glengormley_Urban_B,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000217,Glengormley_Urban_A3,N21000048,Glengormley_Urban_A,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000218,Glengormley_Urban_B3,N21000049,Glengormley_Urban_B,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000219,Glengormley_Urban_C3,N21000050,Glengormley_Urban_C,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000220,Glengormley_Urban_B4,N21000049,Glengormley_Urban_B,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000221,Glengormley_Urban_D1,N21000051,Glengormley_Urban_D,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000014,South Antrim,N06000014,South Antrim,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
N20000222,Glengormley_Urban_E1,N21000052,Glengormley_Urban_E,N10000105,Glengormley Urban,N09000001,Antrim and Newtownabbey,Antrim,N05000002,Belfast North,N06000002,Belfast North,95WW,Newtownabbey,NHSCT,N11000559,METROPOLITAN NEWTOWNABBEY,C
