DZ2021_code,DZ2021_name,SDZ2021_code,SDZ2021_name,DEA2014_code,DEA2014_name,LGD2014_code,LGD2014_name,COUNTY,PARLCON2024_code,PARLCON2024_name,PARLCON2008_code,PARLCON2008_name,LGD1992_code,LGD1992_name,HEALTH_TRUST,SETTLEMENT2015_code,SETTLEMENT2015_name,SETTLEMENT2015_Band
N20000905,Titanic_L3,N21000207,Titanic_L,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000906,Titanic_J5,N21000205,Titanic_J,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000907,Titanic_Q2,N21000210,Titanic_Q,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000908,Titanic_S1,N21000212,Titanic_S,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000909,Titanic_R2,N21000211,Titanic_R,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000910,Titanic_L4,N21000207,Titanic_L,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000911,Titanic_N4,N21000208,Titanic_N,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000912,Titanic_P2,N21000209,Titanic_P,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000913,Titanic_S2,N21000212,Titanic_S,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000914,Titanic_T1,N21000213,Titanic_T,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000915,Titanic_T2,N21000213,Titanic_T,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000916,Titanic_Q3,N21000210,Titanic_Q,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000917,Titanic_Q4,N21000210,Titanic_Q,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000918,Titanic_P3,N21000209,Titanic_P,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000919,Titanic_T3,N21000213,Titanic_T,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000920,Titanic_Q5,N21000210,Titanic_Q,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000921,Titanic_T4,N21000213,Titanic_T,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000922,Titanic_S3,N21000212,Titanic_S,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000923,Titanic_R3,N21000211,Titanic_R,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000924,Titanic_P4,N21000209,Titanic_P,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000925,Titanic_U1,N21000214,Titanic_U,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000926,Titanic_X1,N21000216,Titanic_X,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000927,Titanic_W1,N21000215,Titanic_W,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000928,Titanic_S4,N21000212,Titanic_S,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000929,Titanic_R4,N21000211,Titanic_R,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000930,Titanic_U2,N21000214,Titanic_U,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000931,Titanic_T5,N21000213,Titanic_T,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000932,Titanic_W2,N21000215,Titanic_W,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000933,Titanic_U3,N21000214,Titanic_U,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000934,Titanic_Y1,N21000217,Titanic_Y,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000935,Titanic_X2,N21000216,Titanic_X,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000936,Titanic_W3,N21000215,Titanic_W,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000937,Titanic_X3,N21000216,Titanic_X,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000938,Titanic_U4,N21000214,Titanic_U,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000939,Titanic_Y2,N21000217,Titanic_Y,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000940,Titanic_Z1,N21000218,Titanic_Z,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000941,Titanic_Z2,N21000218,Titanic_Z,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000942,Titanic_Y3,N21000217,Titanic_Y,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000943,Titanic_Z3,N21000218,Titanic_Z,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000944,Titanic_Y4,N21000217,Titanic_Y,N10000310,Titanic,N09000003,Belfast,Down,N05000001,Belfast East,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000945,Ormiston_B1,N21000220,Ormiston_B,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000946,Ormiston_A1,N21000219,Ormiston_A,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000013,North Down,95XX,North Down,SEHSCT,,,
N20000947,Ormiston_A2,N21000219,Ormiston_A,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000948,Ormiston_B2,N21000220,Ormiston_B,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000949,Ormiston_A3,N21000219,Ormiston_A,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000950,Ormiston_B3,N21000220,Ormiston_B,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000951,Ormiston_A4,N21000219,Ormiston_A,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000952,Ormiston_C1,N21000221,Ormiston_C,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000953,Ormiston_C2,N21000221,Ormiston_C,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000954,Ormiston_A5,N21000219,Ormiston_A,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000955,Ormiston_C3,N21000221,Ormiston_C,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000956,Ormiston_B4,N21000220,Ormiston_B,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000957,Ormiston_D1,N21000222,Ormiston_D,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000958,Ormiston_D2,N21000222,Ormiston_D,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000959,Ormiston_F1,N21000224,Ormiston_F,N10000309,Ormiston,N09000003,Belfast,Down,N05000013,North Down,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000960,Ormiston_C4,N21000221,Ormiston_C,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000961,Ormiston_D3,N21000222,Ormiston_D,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000962,Ormiston_D4,N21000222,Ormiston_D,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000963,Ormiston_F2,N21000224,Ormiston_F,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000964,Ormiston_E1,N21000223,Ormiston_E,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000965,Ormiston_C5,N21000221,Ormiston_C,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000966,Ormiston_E2,N21000223,Ormiston_E,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000967,Ormiston_F3,N21000224,Ormiston_F,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000968,Ormiston_E3,N21000223,Ormiston_E,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000969,Ormiston_E4,N21000223,Ormiston_E,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000970,Ormiston_G1,N21000225,Ormiston_G,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000971,Ormiston_F4,N21000224,Ormiston_F,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000972,Ormiston_H1,N21000226,Ormiston_H,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000973,Ormiston_H2,N21000226,Ormiston_H,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000974,Ormiston_G2,N21000225,Ormiston_G,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000975,Ormiston_G3,N21000225,Ormiston_G,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000976,Ormiston_H3,N21000226,Ormiston_H,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000977,Ormiston_J1,N21000227,Ormiston_J,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000978,Ormiston_J2,N21000227,Ormiston_J,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000979,Ormiston_N1,N21000230,Ormiston_N,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000980,Ormiston_L1,N21000229,Ormiston_L,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000981,Ormiston_J3,N21000227,Ormiston_J,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000982,Ormiston_F5,N21000224,Ormiston_F,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000983,Ormiston_G4,N21000225,Ormiston_G,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000984,Ormiston_H4,N21000226,Ormiston_H,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000985,Ormiston_H5,N21000226,Ormiston_H,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000986,Ormiston_J4,N21000227,Ormiston_J,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000987,Ormiston_K1,N21000228,Ormiston_K,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000988,Ormiston_N2,N21000230,Ormiston_N,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000989,Ormiston_L2,N21000229,Ormiston_L,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20000990,Ormiston_K2,N21000228,Ormiston_K,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000991,Ormiston_J5,N21000227,Ormiston_J,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20000992,Ormiston_P1,N21000231,Ormiston_P,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20000993,Ormiston_K3,N21000228,Ormiston_K,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000994,Ormiston_K4,N21000228,Ormiston_K,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000995,Ormiston_R1,N21000233,Ormiston_R,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000996,Ormiston_L3,N21000229,Ormiston_L,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20000997,Ormiston_N3,N21000230,Ormiston_N,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20000998,Ormiston_P2,N21000231,Ormiston_P,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20000999,Ormiston_L4,N21000229,Ormiston_L,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001000,Ormiston_Q1,N21000232,Ormiston_Q,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001001,Ormiston_N4,N21000230,Ormiston_N,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001002,Ormiston_P3,N21000231,Ormiston_P,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001003,Ormiston_Q2,N21000232,Ormiston_Q,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001004,Ormiston_L5,N21000229,Ormiston_L,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001005,Ormiston_R2,N21000233,Ormiston_R,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001006,Ormiston_P4,N21000231,Ormiston_P,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001007,Ormiston_S1,N21000234,Ormiston_S,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001008,Ormiston_P5,N21000231,Ormiston_P,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001009,Ormiston_Q3,N21000232,Ormiston_Q,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001010,Ormiston_R3,N21000233,Ormiston_R,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001011,Ormiston_S2,N21000234,Ormiston_S,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001012,Ormiston_T1,N21000235,Ormiston_T,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001013,Ormiston_S3,N21000234,Ormiston_S,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001014,Ormiston_T2,N21000235,Ormiston_T,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001015,Ormiston_T3,N21000235,Ormiston_T,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001016,Ormiston_T4,N21000235,Ormiston_T,N10000309,Ormiston,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95II,Castlereagh,BHSCT,N11000162,METROPOLITAN CASTLEREAGH,C
N20001017,Lisnasharragh_B1,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001018,Lisnasharragh_A1,N21000236,Lisnasharragh_A,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001019,Lisnasharragh_A2,N21000236,Lisnasharragh_A,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001020,Lisnasharragh_B2,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001021,Lisnasharragh_D1,N21000239,Lisnasharragh_D,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001022,Lisnasharragh_B3,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001023,Lisnasharragh_A3,N21000236,Lisnasharragh_A,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001024,Lisnasharragh_C1,N21000238,Lisnasharragh_C,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001025,Lisnasharragh_B4,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001026,Lisnasharragh_D2,N21000239,Lisnasharragh_D,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001027,Lisnasharragh_C2,N21000238,Lisnasharragh_C,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001028,Lisnasharragh_A4,N21000236,Lisnasharragh_A,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001029,Lisnasharragh_D3,N21000239,Lisnasharragh_D,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001030,Lisnasharragh_C3,N21000238,Lisnasharragh_C,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001031,Lisnasharragh_B5,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001032,Lisnasharragh_D4,N21000239,Lisnasharragh_D,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000003,Belfast South and Mid Down,N06000003,Belfast South,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001033,Lisnasharragh_E1,N21000240,Lisnasharragh_E,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
N20001034,Lisnasharragh_B6,N21000237,Lisnasharragh_B,N10000307,Lisnasharragh,N09000003,Belfast,Down,N05000001,Belfast East,N06000001,Belfast East,95GG,Belfast,BHSCT,N11000151,BELFAST CITY,A
